biome * ffffff ffffff ffffff
biome 6 e0ffae 6a7039 6a7039
biome 29 ffffff 939984 ffffff
biome 37 ffffff 90814d 9e814d
biome 38 ffffff 90814d 9e814d
biome 39 ffffff 90814d 9e814d
biome 45 2e535f 404840 405340
biome 46 0077ee 55ff81 66ffc5
biome 47 cc1188 6d4189 7c6d87
biome 48 e0ffae a686a6 a686a6
biome 56 ffffff 554114 e94e14
biome 58 ffffff 8e86a6 8e86a6
biome 59 ffffff ffff3f ffff3f
biome 60 6c2c2c 572e23 64260f
biome 68 f08000 ffffff ffffff
biome 134 e0ffae 6a7039 6a7039
biome 157 ffffff 939984 ffffff
biome 165 ffffff 90814d 9e814d
biome 166 ffffff 90814d 9e814d
biome 167 ffffff 90814d 9e814d
blocktype * * normal
block 2290 2 df982671
block 2290 3 bf4c63f6
block 2290 4 d3deed2f
block 2290 5 d038cc35
block 2290 6 d0e340a7
block 2290 7 d72a2a2a
block 2290 8 bc525252
block 2290 9 d036a089
block 2290 10 df8027a1
block 2290 11 d72a2afa
block 2290 12 da614f2a
block 2290 13 da2a6c28
block 2290 14 dfee2121
block 2290 15 ed111111
block 2291 * ff7c007c
block 2292 * ff7c735b
block 2293 * a3409dba
block 2294 * ff7c735b
block 2295 * ff808bbb
block 2296 * ff7d663f
block 2296 1 ff523e25
block 2296 2 ff9c8f62
block 2296 3 ff7b583d
block 2296 4 ff874928
block 2296 5 ff301f0e
block 2296 9 ff523e25
block 2296 10 ff9c8f62
block 2296 11 ff7b583d
block 2296 12 ff874928
block 2296 13 ff301f0e
block 2297 * 16bc0000
block 2298 * ff5e4e67
block 2299 * ff7f765d
block 2300 * a3409dba
block 2301 * bf515756
block 2302 * 939c815a
block 2303 * ff6b4c35
block 2304 * ffa7a486
block 2304 0 ff646464
block 2304 1 ff626262
block 2304 2 ffaea87f
block 2304 3 ff6b4c35
block 2304 8 ff646464
block 2304 9 ff626262
block 2304 10 ffaea87f
block 2304 11 ff6b4c35
block 2305 * ffd6b576
block 2306 * ff524e4a
block 2306 0 ff926539
block 2306 1 ff5b3e31
block 2306 2 ffd3b78f
block 2306 3 ff895c29
block 2306 4 ff515756
block 2306 5 ff7b4632
block 2306 6 ff281a14
block 2306 7 ff7b4632
block 2306 8 ff281a14
block 2306 10 ff261810
block 2306 12 ff261810
block 2306 14 ff261810
block 2307 * ff6f7a6a
block 2308 * ff7d663f
block 2309 * ff313131
block 2310 * ff836d62
block 2311 1 ff7f746b
block 2311 2 ff416539
block 2311 3 ff80766d
block 2311 4 ff3b4039
block 2312 * ff515756
block 2313 * ffa7a7a7
block 2313 0 ffa2a292
block 2313 1 ffa2a292
block 2313 2 ffa2a292
block 2313 3 ffa2a292
block 2313 4 ff9e9e83
block 2313 5 ff9e9e83
block 2313 6 ff9e9e83
block 2313 7 ff9e9e83
block 2314 * ff7f765d
block 2315 * bf515756
block 2316 * ffb49664
block 2317 0 ff8c918d
block 2317 1 ff88796f
block 2317 2 ff898990
block 2317 3 ff706e72
block 2317 4 ff8f9084
block 2317 5 ff858d8e
block 2317 6 ff8a6f6d
block 2317 7 ff767179
block 2317 8 ff7e837f
block 2317 9 ff707272
block 2318 * ff836d62
block 2319 * ff515756
block 2320 0 ffa7f2ff
block 2320 1 ff0079ff
block 2320 2 ffb350bc
block 2320 3 ff6a8ac9
block 2320 4 ffb1a627
block 2320 5 ff41ae38
block 2320 6 ffd08499
block 2320 7 ff404040
block 2320 8 ff9aa1a1
block 2320 9 ff2e6e89
block 2320 10 ff7e3db5
block 2320 11 ff2e388d
block 2320 12 ff4f321f
block 2320 13 ff35461b
block 2320 14 ff963430
block 2320 15 ff191616
block 2321 * ffaa7457
block 2322 * ff4a4646
block 2323 0 ffbea553
block 2323 1 ffd06161
block 2323 2 ffad62b3
block 2323 3 ff627db4
block 2323 4 ffc3ba53
block 2323 5 ff65b85e
block 2323 6 ffb26479
block 2323 7 ff8b8b8b
block 2323 8 ff888e8e
block 2323 9 ff609db6
block 2323 10 ff8f5eb8
block 2323 11 ff5e68b7
block 2323 12 ffb18465
block 2323 13 ff92b164
block 2323 14 ffb8615e
block 2323 15 ff928484
block 2324 * 6f656d68
block 2324 0 ff4a4646
block 2325 * ff665945
block 2326 * ff596577
block 2327 * ff515756
block 2328 * ff4a4646
block 2330 * ffada564
block 2331 * 9a00ffee
block 2332 * ff578e8c
block 2333 * ff946639
block 2334 * ff856c43
block 2335 * ff748472
block 2336 * ff4a4646
block 3257 * ff000000
block 3258 * ff000000
block 3259 * ff000000
block 3272 * ff000000
block 3278 * ff000000
